Date/Time,ABF:Zone Mean Air Temperature [C](Hourly),ANTEROOM:Zone Mean Air Temperature [C](Hourly),FREEZER1:Zone Mean Air Temperature [C](Hourly),FREEZER2:Zone Mean Air Temperature [C](Hourly),FREEZER3:Zone Mean Air Temperature [C](Hourly),FREEZER4:Zone Mean Air Temperature [C](Hourly),GUDANG:Zone Mean Air Temperature [C](Hourly),ABF IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ANTEROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly) 
 01/01  01:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.658417414302702,12791434.836902216,608907.1558635739,29801823.14462279,30066414.725035947,29191712.249774512,29463455.32795817 
 01/01  02:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.552880426429438,12762000.647823194,558939.3641834231,29711837.00436844,29971179.86522946,29098357.2291537,29364656.920597468 
 01/01  03:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.451223240260589,12728702.424933974,518092.95442090085,29557716.087132763,29812964.200255178,28940436.733184002,29202448.631869204 
 01/01  04:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.349541296453422,12695403.107893128,477575.96753021434,29426620.749035746,29678657.367569923,28805583.418160114,29064204.066231854 
 01/01  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.250846979517044,12666810.771831263,458909.2795212715,29292082.976699695,29541651.458611313,28667686.21832222,28923680.01366117 
 01/01  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.158945683514409,12646897.664290957,446602.56758342957,29283495.868992746,29531239.34129695,28656325.311380457,28910371.523579 
 01/01  07:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.079744306005894,12643364.620938635,463366.58731874335,29383122.271076277,29630029.5234377,28755739.97719822,29008911.2123783 
 01/01  08:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.016657891759357,41990591.14862276,45282975.185600474,29650955.172879796,29901048.829820555,29029876.32124346,29286481.007213056 
 01/01  09:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.98442813659589,42552254.61611847,51437960.185117155,30182738.64220951,30443932.67432747,29583915.90603938,29852491.647567995 
 01/01  10:00:00,-40.00000000000001,4.000000000000001,-18.0,-17.999999999999996,-18.0,-18.0,15.01090186544645,43140301.782762386,54607704.915068984,30864044.339744654,31143811.510275498,30306350.305077523,30595012.529405564 
 01/01  11:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-17.999999999999996,15.11359482284429,43763768.665557854,57729011.02587357,31577816.12669552,31880243.362011824,31068071.170343824,31381169.45001509 
 01/01  12:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.286681948574278,44006388.74412733,58599969.25619601,31841641.077178128,32167042.47173296,31371072.891935565,31708655.525473803 
 01/01  13:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-17.999999999999996,15.503887647070291,43986327.8250502,58042548.42698787,31801332.14733937,32146370.811316114,31347767.054184377,31705761.212456096 
 01/01  14:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.735758663953783,43940803.131358214,57402472.37950354,31732675.386891536,32093140.399110723,31272190.23028146,31645578.43532236 
 01/01  15:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.967718606723842,44022605.27228054,57477463.16489734,31801719.160809163,32173976.68592616,31324021.318042614,31708804.742024384 
 01/01  16:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.183721950507632,44169330.34682273,57998869.167175055,31937249.19073944,32316738.288924187,31441447.967250954,31832990.647564016 
 01/01  17:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,16.36072174303449,44279624.01649473,58286384.96775021,32032455.00635359,32414436.034060024,31520519.335286494,31914084.219413154 
 01/01  18:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,16.46887390153188,13497438.047468636,2027148.3602292198,31674211.326016847,32050703.30842324,31148275.082557123,31535807.67185207 
 01/01  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.449437583809843,13324933.701053089,1357938.265048486,30953015.97621048,31309225.707121383,30408185.660191063,30774600.950898547 
 01/01  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.338047789313936,13191991.492642678,1071455.8462826458,30215159.146249644,30549146.398880843,29652922.147535548,29996327.93109641 
 01/01  21:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,16.195269920454674,13072578.76809264,913201.8086702334,29903153.931480356,30216403.42047341,29327011.38751164,29649033.82596004 
 01/01  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.044785774107766,12972447.183886558,802877.6119788389,29883410.42360995,30179055.30517043,29295396.993191388,29599257.13594102 
 01/01  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.900471069407336,12893452.011620045,719711.9718406397,29887126.75402001,30169197.918104425,29289499.57418021,29579331.68502412 
 01/01  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.767877931596749,12832871.297244085,678562.5884212429,29846278.786281668,30118201.783164874,29241250.80502551,29520581.887483373 
 01/02  01:00:00,-40.00000000000001,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.649334761913467,12791599.89883267,633332.7127690406,29767386.914677747,30031974.63027514,29157217.09401415,29428956.640251085 
 01/02  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.547848698225636,12768470.990754453,587474.1982189694,29703728.477117814,29963202.855066627,29090627.7794508,29357083.294066958 
 01/02  03:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.459042207386185,12751613.22431669,557827.3056272265,29645337.698934183,29901085.0996613,29030245.389272306,29292838.992715184 
 01/02  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.37454252853963,12732047.843920492,538508.5554575645,29584998.29011941,29837843.849283785,28967372.58550679,29226932.843153425 
 01/02  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.295114404824774,12718183.188697558,495765.93168574845,29529136.30770714,29779845.257322364,28910030.22552733,29167356.903964415 
 01/02  06:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.220163654772135,12702897.860293321,477113.7383568498,29458132.300147288,29707134.11965898,28837425.99355148,29092949.315842126 
 01/02  07:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.145463356974942,12684189.165090147,496647.1551935108,29348136.049332056,29595918.749429807,28725690.21306,28979908.710846767 
 01/02  08:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.07821469403752,41838829.01181193,44300495.572181344,29458616.959105,29708578.705646634,28839804.967528954,29096361.34363506 
 01/02  09:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.040743049397063,42113332.763177514,48661612.24164035,29642824.03762652,29902599.06144588,29043367.66200321,29310488.813239317 
 01/02  10:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.049790059216603,42254922.16729021,49306822.514115125,29798284.26734835,30073275.543854125,29233036.644884698,29516620.094877347 
 01/02  11:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.107431671033991,42917044.73162079,52849604.73736968,30569330.790455084,30860465.523079462,30039422.263508305,30340449.510267 
 01/02  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.210268713618918,42913019.49081675,52538870.30866857,30550836.37373248,30858579.91137226,30046710.7451021,30365364.86213659 
 01/02  13:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.363992840898627,42721971.48172127,50942093.02305066,30304324.84105702,30630628.289767362,29813354.03615524,30151184.210383363 
 01/02  14:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.53928001979885,42946389.73018004,51841074.4443282,30552257.28075482,30891672.04053156,30054547.098703086,30405429.53384727 
 01/02  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.698170762922338,43121753.91293292,52546909.22020427,30738812.805866465,31083762.844557673,30224632.04554721,30580618.696386576 
 01/02  16:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.000000000000004,-18.0,15.834539630927738,43211453.92229689,52820538.59267052,30817654.762014307,31163508.52500548,30288184.78492105,30644632.558190294 
 01/02  17:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.93525570013424,43174958.903074294,52521929.78413069,30751482.342183985,31094338.581244018,30209020.683647484,30562056.176111232 
 01/02  18:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.989237620249817,13286754.878029313,1829751.0972529803,30613300.10031335,30950078.88063982,30060129.348299183,30406672.005644623 
 01/02  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.995605781361272,13181085.922738273,1207047.0431495665,30517989.209266983,30847659.278976183,29955868.81980803,30294884.107079778 
 01/02  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.957655828782029,13106675.729727227,958632.9049328183,30027710.231055647,30348312.50966855,29455239.00194358,29784729.35034247 
 01/02  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.86846007210391,13010555.546297135,810583.2944581489,29624027.13709507,29929762.373576637,29039868.905823767,29353966.543196328 
 01/02  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.744660088210528,12913539.92759573,707773.0334728174,29528406.009108324,29818731.07787304,28932478.31997385,29230635.228025347 
 01/02  23:00:00,-40.00000000000001,4.0,-18.0,-18.000000000000004,-17.999999999999996,-18.0,15.609872978962507,12830184.817505825,625515.3200267877,29435938.802400857,29713771.38434031,28829539.54267446,29114738.756411877 
 01/02  24:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.000000000000004,15.480395532711576,12766393.062823664,559399.9866643692,29340567.313254382,29609065.016861625,28726199.552151237,29001701.77561665 
 01/03  01:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.362093435018467,12719099.551555447,508080.8221061742,29258677.663330223,29520337.508552752,28638479.06799098,28906869.07463886 
 01/03  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.255045654554245,12684099.101304727,467623.4763489448,29187261.397306077,29443914.463253364,28562797.26964733,28825971.050195046 
 01/03  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.159164244059559,12658475.545650491,436238.497088396,29121034.75659426,29374037.214919448,28493463.94049758,28752828.046933156 
 01/03  04:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.072239858046947,12639694.019312795,411937.20269777393,29058693.64693209,29308993.324907403,28428825.07923849,28685363.36896225 
 01/03  05:00:00,-40.0,4.0,-17.999999999999996,-18.0,-17.999999999999996,-18.0,14.99325753056848,12626808.423041917,390738.6534058346,29001581.616343684,29249899.829750907,28370126.86348556,28624592.267212506 
 01/03  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.921844391881253,12617911.294675265,380247.73112547054,29080536.807792775,29327390.773993403,28448007.940967567,28700938.91096353 
 01/03  07:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,14.855226534577284,12609426.2961571,435248.72053656646,29251891.592313163,29498006.90166533,28618762.935320087,28870917.0399533 
 01/03  08:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,14.799956751316401,41794086.22704719,44254455.267798506,29417924.136519846,29668610.887845583,28793542.891769335,29050613.613834288 
 01/03  09:00:00,-40.0,3.9999999999999996,-18.0,-18.0,-18.0,-18.0,14.782102379766128,42296858.15649919,49900449.75705325,29868997.988006335,30133774.21686032,29273085.753375646,29545333.452912584 
 01/03  10:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,14.822816112784151,42904382.61479819,53089138.14728019,30566091.10247407,30852231.87389907,30015164.1371944,30310437.504504412 
 01/03  11:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.931962718693732,43538654.130746916,56231408.07034975,31288264.78274048,31598355.0805688,30784154.23914749,31105132.076479387 
 01/03  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.103623541290297,43895257.20357296,57753576.88452136,31685815.508066267,32018183.430745557,31216178.859381363,31560792.389558807 
 01/03  13:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.316290339948827,44069179.50486004,58298741.773846604,31875131.827852115,32225301.724709883,31417876.268898793,31780905.66375573 
 01/03  14:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.545682989041103,44221898.87043396,58771516.56751373,32039873.13043914,32403496.868908502,31573453.81066546,31949818.380544927 
 01/03  15:00:00,-40.00000000000001,4.000000000000001,-18.0,-17.999999999999996,-18.0,-18.0,15.775031271409594,44339505.546899356,59104675.80237459,32154395.66260715,32526722.84228556,31671072.27028438,32055735.060923457 
 01/03  16:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.98903069127641,44449863.83613246,59493119.258003995,32251887.239858754,32627965.14192115,31753388.99273338,32141405.02481783 
 01/03  17:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,16.17605877990427,44524755.27256924,59750421.59861247,32305558.44040346,32683407.925354805,31794441.893847827,32183879.53684494 
 01/03  18:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,16.326878849091454,13514966.86194868,2227191.1524854847,32044551.34705382,32424169.94709058,31522893.632464617,31913759.43269831 
 01/03  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,16.420000440486742,13423700.126951555,1408172.9988585105,31577018.662488088,31955940.31118771,31045484.03445184,31435246.888492756 
 01/03  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.423717160378796,13326307.072365891,1138893.4486291995,31065325.44409849,31432482.757828355,30520459.522890575,30897879.074559465 
 01/03  21:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.000000000000004,16.323344248360694,13185422.720206304,975561.0683726434,30706364.862453237,31049087.678439815,30145397.915175818,30497639.474324338 
 01/03  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.16585148752808,13049401.520201247,846578.1617685778,30465497.643432926,30783196.061031353,29889489.361390747,30215993.972431004 
 01/03  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.997690270320623,12938541.452464443,741490.3660592523,30249458.076968677,30547072.266607963,29661101.702884816,29966934.879893392 
 01/03  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.838732897573372,12852972.864244884,655406.2846293787,30066302.256134827,30349014.22846345,29468264.087654516,29758727.391845062 
 01/04  01:00:00,-39.99999999999999,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.692756333417448,12786061.739126066,586097.5779296597,29871673.461498383,30143584.318015322,29265764.084143855,29545046.57741297 
 01/04  02:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.558501498578991,12733451.56072199,527435.0953424211,29694109.125801593,29958184.206397276,29081769.150974166,29352903.04427383 
 01/04  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.434909456051967,12692179.93577325,478119.47949816426,29514942.115487143,29773272.6165156,28897343.4522015,29162474.55136139 
 01/04  04:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.320009106871824,12658674.924812369,436312.1997878711,29299219.057295308,29553277.46950146,28677107.455319263,28937747.210717812 
 01/04  05:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.212081396134954,12630976.341611665,399991.42610004294,29094632.682113647,29345477.576132447,28468543.414283242,28725779.269812826 
 01/04  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.111116148288573,12608670.451996695,378182.48761526996,28991952.61521388,29240385.76508596,28362384.196667053,28617043.71440473 
 01/04  07:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.01783772130144,12590839.508247856,445743.59871645994,28948623.686588883,29195933.817509577,28316868.71407158,28570306.465063576 
 01/04  08:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.938347520670703,41713153.45956738,44128759.013055675,29324318.2777057,29578870.00763004,28704540.392079577,28965681.590401217 
 01/04  09:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,14.90580208509853,42366989.87642288,50595954.99906905,29963672.56998785,30240306.874018323,29385024.253341533,29669799.898092315 
 01/04  10:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.953418999255065,42924456.76901368,53459245.771175645,30607714.888078135,30915082.394875526,30090298.491732817,30408087.277014907 
 01/04  11:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.084604761703247,43519903.27345959,56325340.939212754,31288539.649005864,31624617.032843575,30825948.899076108,31174521.79190436 
 01/04  12:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.274894787034965,43914529.57641801,58008201.183629304,31730136.475398645,32087695.22184883,31299515.26353422,31670850.013422772 
 01/04  13:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.49274284802789,44128142.53906045,58725502.13423184,31960601.771828678,32332261.934726194,31534223.089191042,31919978.342929494 
 01/04  14:00:00,-40.0,3.9999999999999996,-18.0,-18.0,-18.0,-18.0,15.717122793174013,44329176.73174438,59435969.7997066,32176077.458117336,32556911.078535706,31732031.545989256,32126532.509614706 
 01/04  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.941816471380342,44388139.24416171,59401907.45631568,32215240.891643062,32601886.945402462,31747578.247946892,32147246.563304253 
 01/04  16:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,16.160419759062506,44325034.2798829,58756302.06963173,32101637.273029674,32491960.695315532,31613645.307180904,32016423.93396099 
 01/04  17:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,16.359307069735223,44231644.423483856,58022814.07448605,31948583.873258978,32342117.88597772,31443427.960205495,31848928.554882236 
 01/04  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.519429422118694,13557207.294746153,2291298.7544268477,31695254.08410924,32091924.064363215,31175329.61260184,31583495.572750185 
 01/04  19:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,16.613599567873237,13460068.926914845,1437871.3625075044,31354160.222458985,31750423.656770617,30821167.28032437,31228412.213946722 
 01/04  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.60675624016295,13352349.955720115,1163339.0562353788,30976974.0000334,31359366.370706234,30428866.874308188,30821584.717701267 
 01/04  21:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,16.490731802484856,13203707.66669814,995377.2826842108,30703121.384187438,31057866.488563277,30138705.812017255,30502998.412209205 
 01/04  22:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,16.318919118947193,13062327.553949213,863226.503344292,30499474.83911665,30826369.18338637,29920417.59866549,30256135.35766781 
 01/04  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.137684049941083,12946694.988580938,754731.4996576917,30321160.067093764,30625865.53465482,29730132.540706042,30043067.75416606 
 01/04  24:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-17.999999999999996,15.965989343591758,12856561.469450038,665804.0612582595,30102004.042714033,30390172.578657538,29501528.067866273,29797452.55244787 
 01/05  01:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.808423216579442,12787186.631984154,591394.9003479704,29844518.659285765,30120569.402978584,29236634.893374078,29520061.789671604 
 01/05  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.664167339430998,12732963.819333438,530920.2666609412,29597689.200073905,29864845.658658665,28983737.979536477,29257958.08575614 
 01/05  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.531327338189458,12690463.100829652,480693.5434676715,29475839.941345144,29736450.898533046,28856771.89375569,29124182.62755218 
 01/05  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.408712857146275,12657073.252110695,441310.3416627972,29444611.868544284,29700381.87935326,28821167.342062525,29083514.6586236 
 01/05  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.294783833232694,12630410.304542348,410266.1302251917,29419384.889828295,29671534.071292147,28792264.589482035,29050806.05727687 
 01/05  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.189733876129294,12610774.415625082,390969.18902987475,29271737.50176758,29521187.137445644,28641966.14555898,28897667.624075815 
 01/05  07:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.095789578172239,12598247.31043382,443426.6317693567,29058999.772098,29306999.86169693,28428325.417657584,28682511.4496435 
 01/05  08:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.01797002438478,41894252.59334383,45046145.935871094,29535224.31613444,29788481.842672467,28914801.9435629,29174631.20990445 
 01/05  09:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.983670836904407,42639447.08893323,52066394.66831814,30284894.027400106,30555413.45196957,29698327.007132083,29976695.822502248 
 01/05  10:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.021361405928097,43182762.114598975,54896394.83004038,30914887.490762826,31210158.261814754,30381144.72622385,30686213.198693674 
 01/05  11:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.13445892077631,43758789.466362834,57745843.21901433,31576361.354555562,31894931.402108215,31091767.590293486,31421968.832260437 
 01/05  12:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,15.30493905654537,44126826.24226211,59309637.185857005,31986552.166213445,32324402.72933432,31534173.36536542,31884916.591442302 
 01/05  13:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.000000000000004,-18.0,15.509730657162043,44332053.255324654,59947750.1434823,32203550.005230915,32556393.67354553,31760273.600210745,32126490.918598026 
 01/05  14:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.72554441884254,44518284.46503861,60558802.600613296,32398936.46987049,32762589.73671239,31943666.627216406,32320460.027883697 
 01/05  15:00:00,-39.99999999999999,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.941664308159794,44581813.70576528,60555737.10737758,32444125.90541705,32815252.852404792,31969983.855037447,32353771.41845904 
 01/05  16:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-17.999999999999996,16.15338319621196,44571261.40727822,60193023.24833525,32394628.39911955,32770909.39410222,31904206.087694596,32292721.574806903 
 01/05  17:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-17.999999999999996,16.3454728858902,44523470.99609769,59705968.41987226,32299876.15093795,32679443.160230305,31795907.548397183,32187335.376290135 
 01/05  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.492823342342493,13538491.389730986,2256885.1280176635,32023106.295467433,32403580.580905173,31507219.43663328,31899158.317991175 
 01/05  19:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,16.57148666601517,13438161.98117505,1430172.6440106477,31590309.039511696,31968247.905415602,31063036.22048541,31451966.412658162 
 01/05  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.560232219471946,13335480.534137253,1151313.672415837,31128336.554844297,31494479.329907417,30586500.628889475,30963008.798083223 
 01/05  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.44814978796914,13190819.670084678,985064.3768234462,30755441.62470825,31097744.516797654,30196475.065434985,30548368.03959664 
 01/05  22:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,16.28009455098321,13051300.190303866,851876.3846634673,30478987.58722885,30796643.142701242,29904197.343960397,30230704.92779278 
 01/05  23:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,16.102031116703348,12937424.26046131,743917.0627767928,30214787.110099033,30512673.997910373,29626957.378762946,29933086.525134802 
 01/05  24:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.933402876639889,12849354.164814431,655859.3405335405,29967665.117680717,30250812.220932346,29369504.937232476,29660407.15474645 
 01/06  01:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.000000000000004,-18.0,15.779042106176808,12782094.65262253,584300.2333978746,29749045.747295745,30021408.840452395,29142683.571075514,29422410.930629 
 01/06  02:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.638309054963772,12730256.8344724,526006.3493686077,29541658.554275602,29806123.233196285,28928672.27926259,29200182.346563477 
 01/06  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.509014782645695,12689539.931622013,478266.4598976915,29366063.27378653,29624707.092110485,28747579.68860607,29013003.54576951 
 01/06  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.389452616689411,12657406.942724446,438435.74014526024,29190369.41340996,29444698.92442913,28567290.358904738,28828177.816808797 
 01/06  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.278442830878449,12631888.435790095,405122.9900716163,29026740.8206712,29277853.817900073,28399775.200784814,28657259.6032671 
 01/06  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.175723096993016,12612121.279236728,385377.8567447123,29170808.217570726,29419529.944924686,28540594.915073633,28795532.562510885 
 01/06  07:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.08199821958754,12597676.86379902,425296.2259835502,29545050.88033374,29792356.934835862,28912712.884627357,29166135.663512785 
 01/06  08:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.00185228141369,42199398.72877601,46702957.45516097,29922264.6563356,30173057.72254845,29296605.108680353,29553783.661532328 
 01/06  09:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,14.961474885941088,42655536.433040924,52256342.23849879,30314640.832526498,30579484.05482456,29717795.892045286,29990119.457089424 
 01/06  10:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.992973396307162,43068724.80800205,54285938.23445983,30780727.648048423,31069138.339339964,30235368.442206584,30533142.39585207 
 01/06  11:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.10710061338004,43516840.67562301,56291584.72559984,31281092.80936913,31595250.951522008,30789192.330018163,31114695.919808745 
 01/06  12:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.281823772446435,43911501.779647164,57981042.25410971,31723618.718668614,32059456.878293823,31267061.615012936,31615620.785219606 
 01/06  13:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.481869992309226,44234043.8684201,59399146.87130457,32090597.3533911,32441779.119561657,31642523.81905872,32006888.699640628 
 01/06  14:00:00,-39.99999999999999,4.0,-18.000000000000004,-18.0,-18.0,-18.0,15.682037194915857,44537477.92165613,60806711.036561236,32436542.69027625,32797608.100115944,31975151.930502325,32349117.291396525 
