Date/Time,ABF:Zone Mean Air Temperature [C](Hourly),ANTEROOM:Zone Mean Air Temperature [C](Hourly),FREEZER1:Zone Mean Air Temperature [C](Hourly),FREEZER2:Zone Mean Air Temperature [C](Hourly),FREEZER3:Zone Mean Air Temperature [C](Hourly),FREEZER4:Zone Mean Air Temperature [C](Hourly),GUDANG:Zone Mean Air Temperature [C](Hourly),ABF IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ANTEROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly) 
 06/04  15:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.119495668750895,42990271.5114732,52023156.87701117,30639645.35411387,30787116.178103033,30081314.852651857,30236616.52885194 
 06/04  16:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.201220825694804,43138045.81846203,52733811.462493375,30796953.841835618,30939057.711269192,30230435.849683255,30380071.602800183 
 06/04  17:00:00,-40.0,4.0,-18.0,-18.000000000000004,-17.999999999999996,-18.0,15.27596984969844,43266933.99927467,53357455.2425183,30928369.45495418,31067888.548522875,30355876.685738992,30502699.248870283 
 06/04  18:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.32902980696636,13213595.172716068,1464878.8489733434,30841815.4849182,30986317.50912531,30265124.624357685,30416759.860269256 
 06/04  19:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.339327301754546,13106212.020865021,1043485.6206509891,30623361.665051177,30781584.757444967,30042754.126771517,30207974.173577294 
 06/04  20:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.306603283924751,13025806.00320959,847093.1889244381,30383281.52430254,30560249.66222981,29796587.13129168,29980433.856176298 
 06/04  21:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.246858991625693,12944850.960423019,727349.074018168,30167466.050053738,30361807.50731185,29574242.73467791,29775346.73226881 
 06/04  22:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.176270435148822,12874797.2071175,644891.7750104386,29989711.117681094,30197400.160757292,29390174.07129814,29604502.63709508 
 06/04  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.102918250115003,12817015.833671859,580895.5846215629,29821584.8380569,30038819.48817782,29216288.03335925,29440039.055333715 
 06/04  24:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.03069321039551,12770154.107290477,529060.1231424975,29661821.9134558,29885659.48586352,29051484.024754245,29281724.74465239 
 06/05  01:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,14.959922815667609,12730622.025236659,487768.5403106798,29507652.0220534,29736018.63964829,28892684.322187487,29127344.2362375 
 06/05  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.89119022179847,12698155.721403634,451030.6580210475,29359301.19572564,29590854.094777606,28740319.191937633,28978066.929391123 
 06/05  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.825940510586554,12671924.146363359,420438.50701629306,29238041.822919976,29471951.572794583,28615681.724456962,28855702.233156398 
 06/05  04:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.000000000000004,-18.0,14.763502767323464,12649514.489757558,396043.8970906232,29135854.6938828,29371575.588873018,28510420.903517894,28752175.5319786 
 06/05  05:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-17.999999999999996,14.704191839331328,12631721.701011539,374464.4645826802,29037818.14796035,29274957.88579072,28409815.96191793,28652925.318474676 
 06/05  06:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.000000000000004,14.649364230445357,12618677.036597982,356142.99899137527,28947758.664120518,29186000.59031773,28317764.363998953,28561925.69759943 
 06/05  07:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,14.598370089687299,12608040.542848555,342424.350436933,28861996.87442694,29101055.231737413,28230261.435912337,28475193.762114644 
 06/05  08:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,14.550500816569702,41246202.695290975,41196403.7854468,28779672.409999784,29018315.337605476,28146855.66416805,28391386.672399785 
 06/05  09:00:00,-40.0,3.9999999999999996,-18.0,-18.0,-18.0,-18.0,14.51648998212648,41714340.4912116,46425043.73935847,29194721.496108145,29422707.799864195,28577672.757940304,28812101.511894748 
 06/05  10:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.522026114803785,42403265.36260629,50031018.382772475,29996513.068199266,30199026.03420317,29420922.98050472,29631052.388541266 
 06/05  11:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,14.585171923936317,43129937.62928833,53645751.08260917,30834626.200302985,31007323.11669337,30303770.547769535,30485256.410145443 
 06/05  12:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,14.70143213238845,43547654.05433079,55494547.928228006,31311043.694996748,31455594.633890733,30811516.138813917,30965621.682500955 
 06/05  13:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,14.854905821068959,43732371.91330511,56079126.16093076,31518181.712765697,31638634.785437953,31029662.12394778,31159845.366683558 
 06/05  14:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.023430426961042,43894348.32459521,56626013.54941858,31698123.97727231,31801845.021562316,31202528.823237028,31315660.924084384 
 06/05  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.189731536195128,43960871.66297992,56695290.910932824,31753661.155448955,31848706.49644311,31244743.414672676,31348741.681991715 
 06/05  16:00:00,-40.0,4.000000000000001,-17.999999999999996,-18.0,-18.0,-18.0,15.342781581368534,43929512.8653521,56264548.143758625,31684008.048940893,31777304.462130442,31162659.47567307,31264509.08395945 
 06/05  17:00:00,-40.00000000000001,4.000000000000001,-18.0,-17.999999999999996,-18.0,-18.0,15.4721678554238,43871975.83482967,55792740.45789561,31584068.849456992,31679981.943455618,31051681.41932916,31155807.007979214 
 06/05  18:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.565980775665063,13439592.85851271,1722688.0115822551,31332412.78641898,31433555.34543925,30789841.41776861,30898851.761708356 
 06/05  19:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.603617703564503,13318003.587026678,1193080.7820606686,30967501.0071952,31082349.92557796,30414459.79075624,30536829.434520084 
 06/05  20:00:00,-40.00000000000001,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.570756623314425,13197330.497343836,960102.6809149995,30564644.928598706,30704557.132516034,29998674.90348513,30145815.01538698 
 06/05  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.489684510527054,13070060.387192262,818715.7719788208,30309209.38071248,30475125.91810581,29730712.293437064,29903617.046271227 
 06/05  22:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.391860343406606,12964258.253203902,722355.5150170517,30213156.570133917,30399896.072796218,29624079.655860066,29817601.885738835 
 06/05  23:00:00,-39.99999999999999,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.297234037356896,12884487.078018976,653703.9611033779,30131127.69803481,30333034.663001247,29533830.623960868,29742345.740736686 
 06/05  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.210298607834133,12825287.210582854,597675.8798526517,29948330.010878608,30161349.09583313,29344889.25336688,29564401.25653942 
 06/06  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.132063075066002,12781840.281138875,549331.678706249,29731493.51456875,29952621.806083377,29123562.44536353,29351108.371739842 
 06/06  02:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.06015486645451,12747317.918676298,508169.58440883225,29514715.18609233,29741646.981323153,28902923.523948498,29136204.93959512 
 06/06  03:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,14.99119625732452,12717285.671106186,470034.14413250366,29330515.50782478,29561480.627324153,28714895.23258626,28952131.69648962 
 06/06  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.922995045749888,12689413.582977237,434987.19679183746,29156581.28387121,29390255.282125525,28536976.432664067,28776827.53050068 
 06/06  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.854095561830869,12662394.815749876,401266.92596385523,28990090.7657252,29225480.030624676,28366335.688557237,28607793.858420573 
 06/06  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.784310816179554,12636272.2051479,370105.8247562296,28895642.723476,29132109.647759736,28267788.5478708,28510209.29686793 
 06/06  07:00:00,-40.00000000000001,4.0,-17.999999999999996,-18.000000000000004,-18.0,-18.0,14.71349115072617,12610532.199541196,346978.8617726536,28862775.463985935,29100015.765298598,28230904.72681945,28473982.309769385 
 06/06  08:00:00,-40.0,4.000000000000001,-17.999999999999996,-18.0,-18.000000000000004,-18.0,14.644047876494648,41285376.188574396,41476794.21163112,28830309.041805692,29067067.066374063,28195890.39497117,28438455.80426721 
 06/06  09:00:00,-40.0,4.000000000000001,-18.0,-18.000000000000004,-18.0,-18.0,14.593086762188781,41731577.016755804,46582168.562997505,29216911.215924833,29441387.93104745,28600450.543918896,28831356.663320318 
 06/06  10:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.000000000000004,-18.0,14.59257175510263,42373093.728297785,49825327.03580398,29957523.70913308,30151121.318877045,29390550.34632362,29591960.005699538 
 06/06  11:00:00,-40.0,4.000000000000001,-18.0,-18.000000000000004,-18.0,-18.0,14.662589202028974,43063542.97090458,53102425.70818669,30747439.49679119,30903205.920249723,30234789.67688536,30399759.71899043 
 06/06  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.792394326941583,43475803.74503729,54825218.26579696,31215434.812184118,31337277.24803472,30738287.18634558,30870163.0732168 
 06/06  13:00:00,-40.00000000000001,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.956001442311136,43667812.943552144,55440646.591616526,31432375.7031789,31528151.420883216,30963272.16074695,31069156.808998607 
 06/06  14:00:00,-40.0,4.000000000000001,-18.000000000000004,-18.0,-18.0,-18.0,15.132750871995185,43838336.906576864,56007796.72081521,31621644.625661377,31698611.233667523,31140173.148878478,31226766.039189365 
 06/06  15:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.313784571514924,43933471.29355363,56203232.20853776,31708501.157750472,31774528.169018015,31209635.716200925,31284690.648427226 
 06/06  16:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.482470661081551,43932509.52734028,55962000.80739014,31675065.995720312,31740725.293106493,31161166.592354406,31235383.39609032 
 06/06  17:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.618928548456081,43890508.77823062,55646622.55775378,31599175.08313643,31673661.34205112,31073189.56171161,31155904.77528063 
 06/06  18:00:00,-40.00000000000001,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.709434510676294,13492766.376211522,1800013.7623908005,31237325.243609216,31324689.186984032,30700533.302934706,30795818.839503072 
 06/06  19:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.000000000000004,-17.999999999999996,15.737343495421726,13355194.700036975,1228724.2367606252,30666992.912187975,30773448.829804346,30118528.097218893,30232562.48760811 
 06/06  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.69146202720565,13221393.296941634,979597.745031399,30057009.678693116,30191534.739040468,29493767.166061513,29635553.486730486 
 06/06  21:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-17.999999999999996,15.596077655741363,13083889.063423328,829327.8300583757,29891110.572030917,30053183.350450445,29313288.25927637,29482323.589277525 
 06/06  22:00:00,-40.00000000000001,4.0,-18.000000000000004,-18.0,-18.0,-18.0,15.483890923483846,12968678.891615164,731223.6389590158,30049585.72241111,30233400.708673626,29458888.818071127,29649389.94968983 
 06/06  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.374184517351159,12881799.813890908,660555.3523512171,30236945.771158822,30436753.23971982,29636467.67160403,29842754.882764004 
 06/06  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.277348535966922,12821464.240750499,610216.3174076964,30276804.998988017,30488144.371916562,29670145.16852092,29887847.08379606 
 06/07  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.194444127936919,12780836.339925922,572446.0368766859,30224463.65197952,30444276.940109413,29614411.369988456,29840553.825641986 
 06/07  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.124097036112921,12754766.991787393,544612.1155138327,30177354.091378786,30403450.05208448,29565752.970152292,29798192.31865862 
 06/07  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.063891364564105,12737731.722554278,523587.79067909374,30096732.218733,30327538.90065723,29484411.664969318,29721594.30064308 
 06/07  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.011074334292736,12726269.652997036,504521.99508325965,30004326.687009644,30238675.61495769,29391638.62584873,29632398.658570334 
 06/07  05:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,14.963653801018053,12717852.424981687,486750.21293618454,29914789.42206914,30151708.22777764,29301747.703180123,29545104.050442107 
 06/07  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.919344983383722,12709827.956863692,469496.9470366341,29784368.612923797,30023026.750724275,29170650.541023634,29415753.852957696 
 06/07  07:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.875576520238296,12699948.168732224,455012.54701171815,29620897.42858432,29860651.837065525,29005920.46347315,29252100.126873612 
 06/07  08:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.000000000000004,14.831359483940616,41841510.98828223,43994424.614534356,29457897.974620514,29697617.75646,28841426.873304684,29087579.25564777 
 06/07  09:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,14.796788120064209,42155122.20694756,48600905.41740939,29689543.650750685,29919831.909791075,29086394.13046878,29323596.673052058 
 06/07  10:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.796489733083872,42608747.98183338,50934527.567900375,30215944.40332924,30420589.749278568,29651689.16161344,29864349.71449609 
 06/07  11:00:00,-39.99999999999999,4.0,-18.0,-18.0,-17.999999999999996,-18.0,14.853744062002916,43117680.69956146,53331161.61564969,30798491.027071685,30969649.39870113,30280093.097295567,30460442.453032378 
 06/07  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.96783487815859,42972478.154143155,51970570.61043355,30607565.475454565,30747464.410112668,30122259.679398738,30272132.087377936 
 06/07  13:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.117523821693764,42296693.932121605,47688762.79410064,29795663.35993704,29911635.85698981,29320990.74518854,29447093.081321515 
 06/07  14:00:00,-40.00000000000001,4.000000000000001,-18.0,-18.000000000000004,-17.999999999999996,-18.0,15.272918312042572,41556600.061996356,43274038.603165776,28922238.690349363,29025025.96463743,28437381.663297646,28549905.937516563 
 06/07  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.407625647745418,41718086.11732773,44067556.39745104,29108514.521211296,29210280.061789304,28604302.924216922,28715215.102857053 
 06/07  16:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.502683255432382,42513916.1953853,48517970.71524692,30034512.798255734,30145397.283467468,29509630.134956636,29629087.49342294 
 06/07  17:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.000000000000004,-18.0,15.558608456969944,43259284.7068178,52826120.529061384,30908593.261835895,31034294.297907006,30366230.694636974,30500054.650526788 
 06/07  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.581928346011914,13291425.144122846,1633672.9312645465,31133787.715525277,31275973.795089085,30579222.603812084,30729212.67267896 
 06/07  19:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.000000000000004,15.572319231634765,13168806.715421038,1139668.8563095415,30930293.688141808,31088876.202086676,30367052.82039716,30533178.249775704 
 06/07  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.527819883897081,13081128.996036068,930610.2166883283,30710389.869824484,30887041.25803575,30137514.360354625,30321478.174840003 
 06/07  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.458183613835558,12994084.369494338,807667.2062600356,30505308.537213176,30699143.55198,29923503.255209267,30124465.814831425 
 06/07  22:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.000000000000004,15.381005399458127,12922500.511196604,722184.5567576501,30308744.17887997,30516220.612010587,29719650.02039696,29934106.73421672 
 06/07  23:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.305203151664747,12866338.131199311,663001.4444166505,30131504.596270904,30348981.43621111,29536445.809651874,29760780.149101913 
 06/07  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.232581292685376,12821778.40731632,620922.0790041884,29970929.904103473,30195508.834106646,29370394.23732888,29601713.677942645 
 06/08  01:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.1633906277765,12788386.338695927,583914.4567652327,29838402.75575041,30068104.358430915,29232629.039894883,29468952.949237157 
 06/08  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.098806444880177,12764173.32819148,554872.7637031644,29707242.821104504,29940683.629671838,29096977.964708228,29336937.49845701 
 06/08  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.039116232691223,12746004.806239039,531467.6140732463,29591170.99506837,29827337.610749975,28977343.665770035,29219948.631376725 
 06/08  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.983817017850464,12731798.621848868,513079.4612088201,29520902.821314394,29759053.49671512,28904271.302461304,29148797.23165486 
 06/08  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.932373034024687,12720580.00729001,497914.13662649086,29446594.881335348,29686202.45704439,28827765.564473756,29073699.501539692 
 06/08  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.884647973404283,12711943.684013637,484792.475005984,29384778.132661328,29625463.308333173,28764324.33365193,29011300.440961093 
 06/08  07:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,14.840348090541411,12705133.971205069,473961.4995134998,29367222.995126534,29608703.317893352,28745557.291232537,28993301.28934399 
 06/08  08:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.799340513000155,41752342.97668023,43458304.218566656,29345133.298131082,29587201.93899718,28721397.78318015,28969708.072727114 
 06/08  09:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-17.999999999999996,14.764290852462333,42138917.880192444,48452861.31193023,29662111.677968096,29903766.835165396,29037117.347146694,29285055.961583477 
 06/08  10:00:00,-40.0,3.9999999999999996,-18.0,-18.0,-18.0,-18.0,14.7479789471483,42647626.69498098,51224023.311670676,30253864.57564156,30488796.911360264,29641295.37686385,29882930.009566285 
 06/08  11:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.77374897676866,43196769.23907858,54011510.402799666,30884214.493845552,31104175.44742173,30297833.486187465,30525259.892464075 
 06/08  12:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.000000000000004,-18.0,14.845287060819338,43487256.800838485,55269612.90262996,31210059.668927476,31410789.402594082,30650597.06959795,30859509.989112455 
 06/08  13:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.948905243193062,43556210.81547106,55313404.554204986,31279729.853258085,31463903.710961636,30736491.881181374,30929236.472089708 
 06/08  14:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.06477909217512,43595423.763754815,55260701.056745656,31315205.970080923,31488339.809083406,30775927.64843029,30957692.283905532 
 06/08  15:00:00,-39.99999999999998,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.184136576084981,43642012.58340846,55277691.70802918,31354919.32170298,31518930.585434098,30813984.353363484,30986523.531946655 
 06/08  16:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.000000000000004,-18.000000000000004,15.304702995510851,43673184.79888491,55210078.11605266,31370085.158811904,31525901.117720008,30826281.83570506,30990474.613108575 
 06/08  17:00:00,-40.00000000000001,3.9999999999999996,-18.0,-18.0,-18.0,-18.0,15.414664780411686,43685237.639839746,55072162.28158704,31363700.794080697,31514201.014466908,30815770.23767637,30974456.80756103 
 06/08  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.475817809101805,13284299.142586127,1564113.2934609093,31232336.72450125,31389105.238886937,30675403.367100123,30840048.9754297 
 06/08  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.455751158068182,13129630.398372527,1094280.1137142798,31015295.212991156,31189917.93395486,30445624.415829413,30627762.960841194 
 06/08  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.38892097404788,13027578.32341283,877007.7743304337,30791508.25951942,30984339.122249424,30209708.407131597,30409753.86166044 
 06/08  21:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.310001576333983,12944437.731666077,757402.9068082547,30591484.708146445,30798455.37163395,30000878.411468215,30214848.830936417 
 06/08  22:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.232921401571652,12879414.169180779,676129.6501964264,30423046.568498418,30640123.945576012,29826455.702328555,30050391.714511055 
 06/08  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.160872867046036,12828579.9543015,615504.1076607428,30266608.032584514,30490840.08665742,29665439.19037707,29896422.91496653 
 06/08  24:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.092907239807781,12787314.171315406,566815.179224289,30131420.50533296,30360782.07623786,29526224.159171756,29762241.891711902 
 06/09  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.027407967379183,12752469.337067064,526788.686151475,30013361.60622845,30246463.023336284,29404336.207195077,29644002.139360063 
 06/09  02:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,14.964256902729351,12723546.29799744,491197.5064945838,29900482.54116957,30136319.77665283,29288059.33468631,29530377.82795018 
 06/09  03:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,14.903574177482,12699029.507124385,461399.6341769265,29794072.876626514,30031890.593851354,29178621.768821582,29422843.716888472 
 06/09  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.844508026583098,12677385.327314068,436234.91783045646,29716203.481772907,29955414.954617523,29097946.855392653,29343488.236177165 
 06/09  05:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,14.787164852039544,12658991.244267266,415505.04817405576,29658582.994333565,29898789.681291744,29037811.933952138,29284280.03236911 
 06/09  06:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,14.732603775719454,12644707.473787516,399462.1650426429,29607678.367065538,29848613.831677265,28984849.299769536,29231990.650086813 
 06/09  07:00:00,-40.00000000000001,4.0,-17.999999999999996,-18.0,-18.0,-18.0,14.68246652483259,12635474.548095962,388958.4002875665,29586481.65422947,29827949.09926745,28962271.963611044,29209908.268892847 
 06/09  08:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.638459528980796,41949965.87976171,44712204.38480693,29589801.456951607,29830816.39610939,28965157.75795633,29212373.32022438 
 06/09  09:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.610000022512073,42228416.92286518,49110531.3377396,29777869.582367934,30009423.854372792,29168174.606638487,29406459.66294775 
 06/09  10:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,14.618075036757167,42535743.65989786,50593386.79286061,30131372.39491867,30338962.21241826,29560994.206821926,29776443.65209979 
 06/09  11:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,14.679114572509752,42884824.58216332,52113553.5447858,30528081.88485799,30704697.029146355,30001351.29472284,30186947.8010571 
 06/09  12:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.787333980162282,43245861.4251603,53645432.64007196,30938133.74767058,31085484.39766468,30440074.23441756,30597069.338882692 
 06/09  13:00:00,-40.0,4.000000000000001,-18.0,-18.0,-17.999999999999996,-18.0,14.921494212533032,43591987.89512859,55162053.620799825,31333721.162435632,31458155.562556136,30841837.40243031,30975949.448596273 
 06/09  14:00:00,-39.99999999999999,4.000000000000001,-18.0,-17.999999999999996,-17.999999999999996,-18.0,15.065736249975634,43920617.96197803,56647135.33796516,31706718.16211827,31813946.348744415,31204239.685003445,31320716.752494935 
 06/09  15:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.218340306392903,44000780.74103429,56772478.4199218,31777665.96323858,31871816.315848798,31261016.335365668,31363892.13142445 
 06/09  16:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.372519597317492,43910166.3791667,55997927.48153769,31640528.016887125,31727545.715090938,31112372.320447996,31207694.67925532 
 06/09  17:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-17.999999999999996,15.505485072566854,43769365.84785142,55112648.19683275,31450195.28375546,31539004.90395615,30912285.84035873,31009082.610392425 
 06/09  18:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.591154457695337,13430414.478510886,1720270.773570583,31231821.94204211,31331255.775163207,30684700.720139485,30791844.040265016 
 06/09  19:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.614804658174394,13296415.954807132,1194375.396838162,31022548.00558188,31141162.170029692,30465949.44028903,30591997.370969594 
 06/09  20:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.575873972829813,13178790.62287764,970760.3940279308,30786218.55086763,30931394.35513766,30218062.170605868,30370434.07479632 
 06/09  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.499118384622806,13063387.284167495,839494.6282177826,30610122.96238139,30780800.372373067,30031358.78077746,30209045.797131244 
 06/09  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.413014363432326,12971451.855031418,749230.7387044128,30526648.13835398,30717378.62896652,29939583.167902038,30137182.193965737 
 06/09  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.330828894878765,12902610.759500299,686094.322992868,30454765.866842657,30660019.144892648,29861293.708397757,30073308.280589726 
 06/09  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.254089622149161,12850314.635458466,637327.2586222357,30303401.127142057,30519013.413892485,29703876.31998784,29926136.554121282 
 06/10  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.181615547787901,12810415.133160308,589985.6022606937,30084785.626649126,30307924.395372156,29479474.832841575,29709145.94200579 
 06/10  02:00:00,-40.0,4.0,-17.999999999999996,-17.999999999999996,-18.0,-18.0,15.113993073359977,12779020.640660513,546579.8381065775,29879412.934443,30107968.096212912,29269647.962666534,29504645.762052584 
 06/10  03:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.049291695981438,12749208.318535153,515934.39925610006,29737023.34528625,29969413.67226942,29123783.000906803,29362546.74588099 
